tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
374,03:46.6,10:01.2,60,Charles Circle - Charles St at Cambridge St,42.360185,-71.07086598,189,Kendall T,42.36242784,-71.08495474,2139,Subscriber,1980,1
622,04:21.5,14:43.8,185,Third at Binney,42.36544486,-71.08277142,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,2842,Subscriber,1992,1
767,05:24.9,18:12.2,377,Perry Park,42.37927325,-71.10341903,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,5260,Subscriber,1991,1
911,06:31.5,21:43.1,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,4851,Subscriber,1992,1
907,07:21.3,22:28.7,121,W Broadway at Dorchester St,42.33595898,-71.046229,6,Cambridge St at Joy St,42.36121165,-71.0653062,3346,Subscriber,1990,1
1452378,08:24.3,34:42.8,227,Silber Way,42.349496,-71.10057592,1,18 Dorrance Warehouse,42.387151,-71.075978,3402,Customer,1991,1
1016,09:03.6,25:59.9,33,Kenmore Square,42.348706,-71.097009,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,4161,Subscriber,1996,1
983,09:15.5,25:39.2,33,Kenmore Square,42.348706,-71.097009,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,4821,Subscriber,1995,2
730,10:03.1,22:13.6,374,Tremont St at Hamilton Pl,42.35668335,-71.06166646,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,3166,Customer,1994,1
127275,10:43.4,31:58.8,372,Boylston St at Exeter St,42.34958942,-71.07946779,416,Blossom St at Charles St,42.36435589,-71.06959369,3064,Customer,1969,0
135064,11:39.5,42:44.3,372,Boylston St at Exeter St,42.34958942,-71.07946779,1,18 Dorrance Warehouse,42.387151,-71.075978,2536,Customer,1969,0
653,12:46.9,23:40.4,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,5515,Subscriber,1994,2
642,12:47.5,23:30.5,81,Chinatown T Stop,42.352409,-71.062679,52,Newbury St at Hereford St,42.348717,-71.085954,4343,Customer,1996,1
3376,13:12.1,09:28.9,259,Washington St at Bradlee St,42.29916498,-71.07345872,259,Washington St at Bradlee St,42.29916498,-71.07345872,3643,Customer,1969,0
1121,13:16.1,31:57.6,143,EF - North Point Park,42.369885,-71.069957,143,EF - North Point Park,42.369885,-71.069957,2031,Subscriber,1986,1
1739,13:49.1,42:49.0,57,Columbus Ave at Massachusetts Ave,42.34054262,-71.08138848,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,3602,Customer,1997,1
1396,15:16.9,38:33.2,20,Aquarium T Stop - 200 Atlantic Ave,42.35991176,-71.05142981,335,Harvard St at Greene-Rose Heritage Park,42.36599433,-71.09522222,4445,Customer,1983,2
1609,16:36.0,43:25.4,57,Columbus Ave at Massachusetts Ave,42.34054262,-71.08138848,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,2132,Customer,1997,2
487,17:42.9,25:50.4,416,Blossom St at Charles St,42.36435589,-71.06959369,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,4783,Subscriber,1987,1
541,18:44.7,27:46.1,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,177,University Park,42.36264779,-71.10006094,5200,Subscriber,1988,1
1301,19:14.8,40:56.4,126,Egleston Square - Atherton St at Washington St,42.315692,-71.098634,348,Talbot Ave At Blue Hill Ave,42.2945833,-71.087111,5063,Subscriber,1995,2
2053,19:25.2,53:39.2,119,South Boston Library - 646 E Broadway,42.335741,-71.03877,119,South Boston Library - 646 E Broadway,42.335741,-71.03877,2487,Subscriber,1985,2
2412,19:39.0,59:51.3,33,Kenmore Square,42.348706,-71.097009,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,4137,Customer,1969,0
368,20:00.1,26:08.1,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,4869,Customer,1969,0
5045,20:05.1,44:10.8,33,Kenmore Square,42.348706,-71.097009,10,B.U. Central - 725 Comm. Ave.,42.350406,-71.108279,3953,Customer,1969,0
734,20:43.2,32:57.8,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,406,Somerville City Hall Annex,42.39189812,-71.09745376,3792,Subscriber,1998,1
624,22:08.1,32:33.1,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,377,Perry Park,42.37927325,-71.10341903,3736,Subscriber,1987,1
1471,22:14.4,46:46.3,369,Boston Public Market,42.36254854,-71.05737358,394,Broadway at Maple St,42.41034691,-71.05260458,4770,Customer,1984,1
584,22:54.9,32:39.7,377,Perry Park,42.37927325,-71.10341903,77,Somerville City Hall,42.386844,-71.09812,1843,Customer,1992,1
1514,23:06.8,48:21.3,233,St Mary's,42.34619708,-71.10728681,346,Cleveland Circle,42.33554308,-71.1506152,3153,Customer,1969,0
1112,23:21.8,41:53.9,233,St Mary's,42.34619708,-71.10728681,346,Cleveland Circle,42.33554308,-71.1506152,4094,Customer,1969,0
520,23:45.2,32:25.8,377,Perry Park,42.37927325,-71.10341903,77,Somerville City Hall,42.386844,-71.09812,3803,Customer,1991,1
298,27:51.9,32:50.7,33,Kenmore Square,42.348706,-71.097009,55,Boylston St at Massachusetts Ave,42.347265,-71.088088,5327,Subscriber,2000,1
995,28:42.7,45:18.0,342,Boylston St at Jersey St,42.34465063,-71.09732501,226,Commonwealth Ave At Babcock St,42.35154735,-71.12126246,5132,Subscriber,1963,1
488,28:44.8,36:53.3,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,377,Perry Park,42.37927325,-71.10341903,2643,Subscriber,1991,1
1575,30:13.2,56:29.1,361,Deerfield St at Commonwealth Ave,42.34924377,-71.0972821,174,Washington St at Brock St,42.34895285,-71.16031677,5587,Customer,1969,0
1612,33:57.5,00:50.4,33,Kenmore Square,42.348706,-71.097009,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,3061,Customer,1969,0
414,38:09.8,45:04.2,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,318,Ames St at Broadway,42.3636929,-71.0875672,3850,Subscriber,1991,1
2452,46:40.6,27:33.1,23,Boston City Hall - 28 State St,42.35892,-71.057629,390,Broadway at Lynde St,42.39648358,-71.0654676,305,Customer,1969,0
2033,47:20.7,21:14.3,331,Huntington Ave at Mass Art,42.33658555,-71.09886996,21,Prudential Center - Belvedere St,42.34652004,-71.08065777,184,Customer,2001,2
106,49:56.9,51:43.4,390,Broadway at Lynde St,42.39648358,-71.0654676,397,Broadway at Beacham St,42.3983606,-71.06373843,4038,Customer,1990,1
772,50:11.9,03:04.0,342,Boylston St at Jersey St,42.34465063,-71.09732501,359,One Brigham Circle,42.3339227,-71.10446509,3109,Customer,1995,1
758,50:32.2,03:10.6,342,Boylston St at Jersey St,42.34465063,-71.09732501,359,One Brigham Circle,42.3339227,-71.10446509,2486,Customer,1994,1
2482,52:23.2,33:45.6,206,Government Center - Cambridge St at Court St,42.35980252,-71.05960783,23,Boston City Hall - 28 State St,42.35892,-71.057629,5310,Customer,1960,1
3173,55:23.7,48:17.5,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,5440,Subscriber,1982,0
641,55:29.8,06:11.4,55,Boylston St at Massachusetts Ave,42.347265,-71.088088,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,2126,Customer,1969,0
1177,01:02.0,20:39.3,337,Roslindale Village - South St,42.287072,-71.127754,348,Talbot Ave At Blue Hill Ave,42.2945833,-71.087111,4837,Customer,1969,0
1025,01:15.9,18:21.5,27,Roxbury Crossing T Stop - Columbus Ave at Tremont St,42.331184,-71.095171,126,Egleston Square - Atherton St at Washington St,42.315692,-71.098634,4938,Subscriber,1982,1
2130,11:11.0,46:41.6,60,Charles Circle - Charles St at Cambridge St,42.360185,-71.07086598,179,MIT Vassar St,42.35560121,-71.10394478,2287,Customer,1969,0
2023,12:47.3,46:30.6,107,Ames St at Main St,42.3625,-71.08822,183,Alewife MBTA at Steel Place,42.39558846,-71.14260614,4173,Subscriber,1964,1
925,14:01.3,29:27.3,390,Broadway at Lynde St,42.39648358,-71.0654676,356,Charlestown Navy Yard,42.37412455,-71.054812,4662,Subscriber,1985,1
20848,17:54.7,05:23.5,42,Boylston St at Arlington St,42.35205477,-71.07048687,23,Boston City Hall - 28 State St,42.35892,-71.057629,5093,Customer,1969,0
222,19:32.8,23:15.3,160,Wentworth Institute of Technology - Huntington Ave at Vancouver St,42.33758601,-71.09627098,30,Brigham Circle - Francis St at Huntington Ave,42.33462893,-71.10407918,4664,Subscriber,1997,1
510,28:42.5,37:13.4,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,105,Lower Cambridgeport at Magazine St / Riverside Rd,42.3572185,-71.11387163,2132,Subscriber,1996,1
708,28:51.4,40:39.4,60,Charles Circle - Charles St at Cambridge St,42.360185,-71.07086598,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,302,Customer,1969,0
102836,29:26.6,03:23.1,36,Copley Square - Dartmouth St at Boylston St,42.34992828,-71.07739207,35,Arch St at Franklin St,42.35533502,-71.05822917,3759,Customer,1969,0
480249,32:14.5,56:24.1,134,Boylston St at Dartmouth St,42.350413,-71.07655,54,Tremont St at West St,42.354979,-71.063348,5344,Customer,1969,0
441,36:13.2,43:35.0,58,Mugar Way at Beacon St,42.35553628,-71.0728687,60,Charles Circle - Charles St at Cambridge St,42.360185,-71.07086598,4415,Subscriber,1997,1
964,37:19.8,53:24.0,105,Lower Cambridgeport at Magazine St / Riverside Rd,42.3572185,-71.11387163,378,191 Beacon St,42.38032335,-71.10878613,2125,Subscriber,1997,1
3408,46:18.1,43:06.4,374,Tremont St at Hamilton Pl,42.35668335,-71.06166646,33,Kenmore Square,42.348706,-71.097009,5329,Customer,1969,0
138481,46:25.0,14:26.3,393,Ferry St at Pleasantview Ave,42.40914878,-71.04597684,393,Ferry St at Pleasantview Ave,42.40914878,-71.04597684,2030,Customer,1965,1
3394,46:31.2,43:05.6,374,Tremont St at Hamilton Pl,42.35668335,-71.06166646,33,Kenmore Square,42.348706,-71.097009,3711,Customer,1969,0
295,51:08.1,56:03.4,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,3602,Subscriber,1982,0
811,56:32.8,10:04.6,381,Inman Square at Springfield St.,42.37438409,-71.10015746,8,Union Square - Brighton Ave at Cambridge St,42.353334,-71.137313,3958,Customer,1969,0
1826,02:15.6,32:41.8,33,Kenmore Square,42.348706,-71.097009,354,Washington St at Egremont Rd,42.34286835,-71.14127841,3476,Subscriber,1972,1
753201,05:41.3,19:02.5,120,Beacon St at Charles St,42.356052,-71.069849,57,Columbus Ave at Massachusetts Ave,42.34054262,-71.08138848,2815,Customer,1969,0
816,13:56.0,27:32.3,61,Boylston St at Fairfield St,42.348762,-71.082383,179,MIT Vassar St,42.35560121,-71.10394478,5426,Subscriber,2000,1
732,21:44.6,33:56.9,361,Deerfield St at Commonwealth Ave,42.34924377,-71.0972821,9,Commonwealth Ave at Agganis Way,42.35169202,-71.11903489,2475,Customer,1998,0
405,25:43.7,32:29.4,390,Broadway at Lynde St,42.39648358,-71.0654676,389,Everett Square (Broadway at Chelsea St),42.40725945,-71.05546381,305,Customer,1980,1
1663,27:25.7,55:08.9,196,Roxbury YMCA - Warren St at MLK Blvd,42.31787329,-71.08243078,65,Boston Convention and Exhibition Center - Summer St at West Side Dr,42.34776345,-71.04535997,4892,Subscriber,1999,1
1545,30:25.2,56:10.4,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,33,Kenmore Square,42.348706,-71.097009,3882,Customer,1969,0
44640,34:35.5,58:35.8,273,Forest Hills,42.300923,-71.114249,125,Hyde Square - Barbara St at Centre St,42.32176526,-71.10984161,4728,Customer,1969,0
294,36:44.5,41:39.1,19,Park Dr at Buswell St,42.347241,-71.105301,11,Longwood Ave at Binney St,42.338629,-71.1065,2043,Subscriber,1996,1
326,44:46.5,50:12.7,77,Somerville City Hall,42.386844,-71.09812,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,3803,Subscriber,1962,1
515,50:51.5,59:27.0,175,Brighton Center - Washington St at Cambridge St,42.34894857,-71.15027189,149,175 N Harvard St,42.363796,-71.129164,5299,Subscriber,1993,1
2106,00:55.1,36:01.3,159,S Huntington Ave at Heath St,42.32760387,-71.1108917,176,Lesley University,42.38674802,-71.11901879,4090,Customer,1989,0
571,04:02.6,13:33.6,357,Centre St at Seaverns Ave,42.3121203,-71.1142981,359,One Brigham Circle,42.3339227,-71.10446509,4962,Subscriber,1992,1
943,14:25.6,30:09.3,33,Kenmore Square,42.348706,-71.097009,374,Tremont St at Hamilton Pl,42.35668335,-71.06166646,372,Customer,1969,0
691,15:22.2,26:53.5,377,Perry Park,42.37927325,-71.10341903,149,175 N Harvard St,42.363796,-71.129164,3736,Customer,1991,1
512,19:47.0,28:19.9,131,Jackson Square T Stop,42.32293117,-71.10014141,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,42.33624445,-71.08798563,3368,Subscriber,1998,1
502,20:07.2,28:29.6,131,Jackson Square T Stop,42.32293117,-71.10014141,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,42.33624445,-71.08798563,4523,Subscriber,1997,1
1090,26:43.9,44:54.2,79,Beacon St at Washington / Kirkland,42.37842,-71.105668,52,Newbury St at Hereford St,42.348717,-71.085954,4744,Subscriber,1993,2
609,27:57.9,38:07.7,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,53,Beacon St at Massachusetts Ave,42.35082681,-71.08981088,5263,Subscriber,1992,1
441,30:49.8,38:11.6,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,53,Beacon St at Massachusetts Ave,42.35082681,-71.08981088,2426,Customer,1969,0
421,37:14.8,44:16.0,234,Broadway at Central St,42.3951715,-71.09850592,194,Broadway St at Mt Pleasant St,42.38614141,-71.0782814,5414,Customer,1997,2
578,40:19.6,49:57.7,329,Washington St at Myrtle St,42.38169983,-71.08377589,390,Broadway at Lynde St,42.39648358,-71.0654676,3937,Customer,1970,1
1220,42:23.3,02:43.6,39,Washington St at Rutland St,42.3385146,-71.07404083,161,W Broadway at D St,42.3391085,-71.0514432,5085,Customer,1989,1
2386,47:49.7,27:36.2,35,Arch St at Franklin St,42.35533502,-71.05822917,102,Powder House Circle - Nathan Tufts Park,42.400877,-71.116772,5502,Subscriber,1995,1
470,50:07.9,57:58.6,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,58,Mugar Way at Beacon St,42.35553628,-71.0728687,4137,Subscriber,1998,1
480,52:39.6,00:39.9,396,Main St at Beacon St,42.41072714,-71.06266823,390,Broadway at Lynde St,42.39648358,-71.0654676,3530,Customer,1969,0
2028,54:37.3,28:25.7,221,Verizon Innovation Hub 10 Ware Street,42.37250865,-71.11305356,221,Verizon Innovation Hub 10 Ware Street,42.37250865,-71.11305356,5302,Subscriber,1985,2
260,55:26.2,59:46.6,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,142,Alewife Station at Russell Field,42.396105,-71.139459,4179,Customer,1969,0
139,00:08.6,02:28.0,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,381,Inman Square at Springfield St.,42.37438409,-71.10015746,2842,Subscriber,1994,1
440,01:24.0,08:44.7,179,MIT Vassar St,42.35560121,-71.10394478,179,MIT Vassar St,42.35560121,-71.10394478,5615,Subscriber,1996,1
1404,03:48.0,27:12.9,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,81,Chinatown T Stop,42.352409,-71.062679,5497,Subscriber,1979,1
1254,05:02.7,25:56.8,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,55,Boylston St at Massachusetts Ave,42.347265,-71.088088,4894,Subscriber,1993,1
2361,07:31.8,46:53.3,417,Columbus Ave at W. Canton St,42.34474225,-71.07648162,70,Harvard Kennedy School at Bennett St / Eliot St,42.3722168,-71.12188071,5099,Subscriber,1961,1
767,11:31.5,24:18.9,39,Washington St at Rutland St,42.3385146,-71.07404083,35,Arch St at Franklin St,42.35533502,-71.05822917,4223,Subscriber,1954,1
170,11:48.1,14:38.4,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,2107,Subscriber,1994,1
330,13:08.9,18:39.4,180,Mt Auburn,42.37478629,-71.13320231,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,2398,Customer,1988,1
604,14:39.4,24:43.6,338,Commonwealth Ave at Kelton St,42.34835863,-71.13997217,11,Longwood Ave at Binney St,42.338629,-71.1065,5332,Subscriber,1986,1
750,15:01.4,27:31.7,338,Commonwealth Ave at Kelton St,42.34835863,-71.13997217,15,Brighton Mills - 370 Western Ave,42.36154571,-71.13776207,2081,Subscriber,1989,1
245,18:42.6,22:48.2,184,Sidney Research Campus/ Erie Street at Waverly,42.35775309,-71.10393405,380,Mass Ave at Albany St,42.36135838,-71.09670274,5623,Subscriber,1996,2
465,19:51.0,27:36.2,121,W Broadway at Dorchester St,42.33595898,-71.046229,4,Tremont St at E Berkeley St,42.345392,-71.069616,4888,Subscriber,1976,1
1799,19:58.1,49:58.0,23,Boston City Hall - 28 State St,42.35892,-71.057629,40,Lewis Wharf at Atlantic Ave,42.363871,-71.050877,4668,Customer,1960,1
288,23:18.1,28:07.0,179,MIT Vassar St,42.35560121,-71.10394478,380,Mass Ave at Albany St,42.36135838,-71.09670274,2575,Subscriber,1995,1
427,25:34.3,32:41.4,69,Coolidge Corner - Beacon St at Centre St,42.341598,-71.123338,11,Longwood Ave at Binney St,42.338629,-71.1065,3360,Subscriber,1989,1
1037,26:45.3,44:03.1,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,361,Deerfield St at Commonwealth Ave,42.34924377,-71.0972821,2948,Subscriber,1951,1
1547,28:39.1,54:26.6,78,Union Square - Somerville,42.3796581,-71.0939428,149,175 N Harvard St,42.363796,-71.129164,3918,Subscriber,1996,1
339,29:38.9,35:18.6,389,Everett Square (Broadway at Chelsea St),42.40725945,-71.05546381,390,Broadway at Lynde St,42.39648358,-71.0654676,4879,Subscriber,1983,1
147,32:17.2,34:44.4,381,Inman Square at Springfield St.,42.37438409,-71.10015746,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,3726,Subscriber,1978,1
421,34:03.4,41:04.4,365,Harrison Ave at Bennet St,42.3494261,-71.0620996,39,Washington St at Rutland St,42.3385146,-71.07404083,4086,Subscriber,1979,1
511,35:47.9,44:19.2,377,Perry Park,42.37927325,-71.10341903,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,3381,Subscriber,1978,1
1018,36:28.7,53:26.8,111,Packard Ave at Powderhouse Blvd,42.40449,-71.123413,78,Union Square - Somerville,42.3796581,-71.0939428,4215,Subscriber,2000,1
479,39:22.5,47:22.1,122,Burlington Ave at Brookline Ave,42.345733,-71.100694,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,42.33624445,-71.08798563,2430,Customer,1999,1
2989,40:53.7,30:43.5,427,Washington St at Denton Terr,42.28072815,-71.13423757,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,4140,Subscriber,1977,1
262,41:24.7,45:47.6,233,St Mary's,42.34619708,-71.10728681,33,Kenmore Square,42.348706,-71.097009,3768,Subscriber,1996,1
389,41:59.0,48:28.7,234,Broadway at Central St,42.3951715,-71.09850592,328,Grove St at Community Path,42.39638681,-71.12011306,3189,Subscriber,1992,1
192,42:31.4,45:43.5,107,Ames St at Main St,42.3625,-71.08822,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,5370,Subscriber,2001,1
1158,44:11.5,03:29.9,377,Perry Park,42.37927325,-71.10341903,149,175 N Harvard St,42.363796,-71.129164,4513,Subscriber,1968,1
1105,44:55.8,03:21.3,346,Cleveland Circle,42.33554308,-71.1506152,346,Cleveland Circle,42.33554308,-71.1506152,4731,Subscriber,1972,1
1041,45:08.6,02:30.6,111,Packard Ave at Powderhouse Blvd,42.40449,-71.123413,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,2153,Subscriber,1995,1
302,45:24.7,50:27.4,363,Harrison Ave at Mullins Way,42.34521562,-71.06384031,13,Boston Medical Center - E Concord St at Harrison Ave,42.33639915,-71.07306711,200,Subscriber,1977,1
466,45:25.7,53:12.6,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,105,Lower Cambridgeport at Magazine St / Riverside Rd,42.3572185,-71.11387163,3976,Subscriber,1998,1
238,47:07.1,51:05.7,5,Northeastern University - North Parking Lot,42.341814,-71.090179,331,Huntington Ave at Mass Art,42.33658555,-71.09886996,3841,Subscriber,1996,1
613,47:44.8,57:58.1,273,Forest Hills,42.300923,-71.114249,126,Egleston Square - Atherton St at Washington St,42.315692,-71.098634,4984,Customer,1994,1
1203,49:43.4,09:46.9,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,57,Columbus Ave at Massachusetts Ave,42.34054262,-71.08138848,3602,Subscriber,2001,1
594,50:38.6,00:33.2,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,11,Longwood Ave at Binney St,42.338629,-71.1065,4943,Subscriber,1991,2
833,50:42.9,04:36.7,129,Hayes Square - Vine St at Moulton St,42.377022,-71.056605,81,Chinatown T Stop,42.352409,-71.062679,4820,Customer,2000,1
2321,53:58.5,32:40.1,373,Belgrade Ave at Walworth St,42.28634589,-71.1367213,182,Museum of Science,42.36769018,-71.07116282,4374,Subscriber,1993,1
1169,55:17.7,14:47.4,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,142,Alewife Station at Russell Field,42.396105,-71.139459,5260,Subscriber,1961,1
340,55:58.6,01:38.7,391,Encore,42.39329263,-71.0724476,390,Broadway at Lynde St,42.39648358,-71.0654676,3904,Customer,1992,1
799,56:29.6,09:49.4,149,175 N Harvard St,42.363796,-71.129164,332,Harvard Ave at Brainerd Rd,42.34953017,-71.13022771,5330,Subscriber,1996,1
1845,56:38.2,27:23.9,41,Packard's Corner - Commonwealth Ave at Brighton Ave,42.352261,-71.123831,416,Blossom St at Charles St,42.36435589,-71.06959369,4453,Subscriber,1994,1
1046,57:19.5,14:45.8,71,Conway Park - Somerville Avenue,42.383405,-71.107593,115,Porter Square Station,42.387995,-71.119084,3747,Subscriber,1985,1
561,57:27.1,06:48.4,160,Wentworth Institute of Technology - Huntington Ave at Vancouver St,42.33758601,-71.09627098,61,Boylston St at Fairfield St,42.348762,-71.082383,830,Subscriber,1997,2
216,58:27.0,02:03.2,25,South End Library - Tremont St at W Newton St,42.341332,-71.076847,13,Boston Medical Center - E Concord St at Harrison Ave,42.33639915,-71.07306711,2955,Subscriber,1988,2
746,01:38.8,14:04.9,227,Silber Way,42.349496,-71.10057592,227,Silber Way,42.349496,-71.10057592,5092,Subscriber,1986,2
1042,04:57.1,22:19.9,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,41,Packard's Corner - Commonwealth Ave at Brighton Ave,42.352261,-71.123831,5495,Subscriber,1969,0
733,05:16.2,17:30.1,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,4103,Subscriber,1986,1
570,07:04.6,16:35.6,39,Washington St at Rutland St,42.3385146,-71.07404083,14,HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,42.33741748,-71.10286117,4048,Subscriber,1988,1
1333,07:35.9,29:49.0,428,Western Ave at Richardson St,42.36178741,-71.14393111,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,5071,Customer,1997,1
1511,09:23.1,34:34.4,344,Commonwealth Ave at Chiswick Rd,42.34024645,-71.15168806,344,Commonwealth Ave at Chiswick Rd,42.34024645,-71.15168806,5452,Subscriber,1955,1
2436,10:07.4,50:43.7,55,Boylston St at Massachusetts Ave,42.347265,-71.088088,55,Boylston St at Massachusetts Ave,42.347265,-71.088088,5327,Customer,1969,0
324,10:37.7,16:02.1,4,Tremont St at E Berkeley St,42.345392,-71.069616,120,Beacon St at Charles St,42.356052,-71.069849,4750,Subscriber,1989,2
629,10:42.4,21:11.6,33,Kenmore Square,42.348706,-71.097009,41,Packard's Corner - Commonwealth Ave at Brighton Ave,42.352261,-71.123831,3882,Subscriber,1995,1
262,11:22.7,15:45.3,57,Columbus Ave at Massachusetts Ave,42.34054262,-71.08138848,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,3602,Subscriber,2001,1
464,11:47.1,19:31.4,180,Mt Auburn,42.37478629,-71.13320231,221,Verizon Innovation Hub 10 Ware Street,42.37250865,-71.11305356,4106,Subscriber,1989,1
4729,13:09.6,31:58.7,133,Green Street T Stop - Green St at Amory St,42.310579,-71.107341,133,Green Street T Stop - Green St at Amory St,42.310579,-71.107341,3489,Customer,1996,2
329,13:33.7,19:03.0,338,Commonwealth Ave at Kelton St,42.34835863,-71.13997217,175,Brighton Center - Washington St at Cambridge St,42.34894857,-71.15027189,1952,Customer,1969,0
1179,13:37.6,33:17.5,94,Main St at Austin St,42.375603,-71.064608,94,Main St at Austin St,42.375603,-71.064608,3378,Customer,1996,1
119,13:46.8,15:45.8,173,Savin Hill T Stop - S Sydney St at Bay St,42.3106,-71.0539,173,Savin Hill T Stop - S Sydney St at Bay St,42.3106,-71.0539,3600,Customer,1969,0
2299,14:07.7,52:27.7,173,Savin Hill T Stop - S Sydney St at Bay St,42.3106,-71.0539,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,3007,Customer,1969,0
598,16:04.7,26:03.4,352,Ring Rd,42.34827839,-71.08044855,30,Brigham Circle - Francis St at Huntington Ave,42.33462893,-71.10407918,4387,Subscriber,1965,2
2129,16:55.9,52:25.5,173,Savin Hill T Stop - S Sydney St at Bay St,42.3106,-71.0539,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,3441,Customer,1969,0
883,17:58.1,32:41.5,225,Cambridge Dept. of Public Works -147 Hampshire St.,42.37119728,-71.09759867,406,Somerville City Hall Annex,42.39189812,-71.09745376,4070,Subscriber,1993,1
852,18:13.5,32:25.9,225,Cambridge Dept. of Public Works -147 Hampshire St.,42.37119728,-71.09759867,406,Somerville City Hall Annex,42.39189812,-71.09745376,3859,Subscriber,1991,1
255,18:20.1,22:36.0,179,MIT Vassar St,42.35560121,-71.10394478,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,3865,Subscriber,1995,1
597,18:42.1,28:39.4,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,227,Silber Way,42.349496,-71.10057592,3602,Subscriber,2001,1
494,18:43.9,26:58.8,189,Kendall T,42.36242784,-71.08495474,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,3571,Subscriber,1993,1
4344,20:36.2,33:00.3,183,Alewife MBTA at Steel Place,42.39558846,-71.14260614,183,Alewife MBTA at Steel Place,42.39558846,-71.14260614,4173,Subscriber,1961,1
