tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
533,10/01/19 0:07:42,10/01/19 0:16:36,61,Boylston St at Fairfield St,42.348762,-71.082383,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,3906,Subscriber,1971,1
1914,10/01/19 0:08:58,10/01/19 0:40:52,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,80,MIT Stata Center at Vassar St / Main St,42.36213123,-71.09115601,1162,Subscriber,1982,0
862,10/01/19 0:08:58,10/01/19 0:23:20,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,55,Boylston St at Massachusetts Ave,42.347265,-71.088088,3619,Subscriber,1993,1
1164,10/01/19 0:10:00,10/01/19 0:29:25,30,Brigham Circle - Francis St at Huntington Ave,42.33462893,-71.10407918,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,42.33624445,-71.08798563,2880,Customer,1969,0
588,10/01/19 0:10:16,10/01/19 0:20:05,380,Mass Ave at Albany St,42.36135838,-71.09670274,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,2073,Subscriber,1996,1
392,10/01/19 0:10:37,10/01/19 0:17:09,10,B.U. Central - 725 Comm. Ave.,42.350406,-71.108279,332,Harvard Ave at Brainerd Rd,42.34953017,-71.13022771,2107,Subscriber,1997,1
686,10/01/19 0:11:01,10/01/19 0:22:27,9,Commonwealth Ave at Agganis Way,42.35169202,-71.11903489,361,Deerfield St at Commonwealth Ave,42.34924377,-71.0972821,2179,Subscriber,2000,2
1818,10/01/19 0:12:17,10/01/19 0:42:35,138,Newmarket Square T Stop - Massachusetts Ave at Newmarket Square,42.326599,-71.066498,37,New Balance - 20 Guest St,42.35732922,-71.1467354,2593,Subscriber,1989,1
331,10/01/19 0:12:39,10/01/19 0:18:11,55,Boylston St at Massachusetts Ave,42.347265,-71.088088,16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412,-71.07657015,2652,Subscriber,1998,1
752,10/01/19 0:12:47,10/01/19 0:25:19,397,Broadway at Beacham St,42.3983606,-71.06373843,235,East Somerville Library (Broadway and Illinois),42.38762811,-71.08318716,4666,Subscriber,1978,1
247,10/01/19 0:13:53,10/01/19 0:18:01,156,Somerville Hospital,42.39088802,-71.1096257,77,Somerville City Hall,42.386844,-71.09812,3541,Subscriber,1988,1
692,10/01/19 0:14:03,10/01/19 0:25:36,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,182,Museum of Science,42.36769018,-71.07116282,2100,Subscriber,1986,1
295,10/01/19 0:17:22,10/01/19 0:22:18,5,Northeastern University - North Parking Lot,42.341814,-71.090179,342,Boylston St at Jersey St,42.34465063,-71.09732501,6043,Subscriber,1996,1
330,10/01/19 0:18:41,10/01/19 0:24:11,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,53,Beacon St at Massachusetts Ave,42.35082681,-71.08981088,2252,Subscriber,1999,2
316,10/01/19 0:19:06,10/01/19 0:24:23,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,53,Beacon St at Massachusetts Ave,42.35082681,-71.08981088,3906,Subscriber,2000,2
2306,10/01/19 0:21:37,10/01/19 1:00:04,14,HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,42.33741748,-71.10286117,44,Congress St at North St,42.36041775,-71.05752244,4173,Customer,1969,0
641,10/01/19 0:22:32,10/01/19 0:33:14,404,Mass Ave T Station,42.34135616,-71.08336953,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,3543,Subscriber,1986,1
689,10/01/19 0:22:42,10/01/19 0:34:12,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,143,EF - North Point Park,42.369885,-71.069957,5256,Customer,1999,1
517,10/01/19 0:24:21,10/01/19 0:32:58,403,Marion St at Harvard St,42.33978053,-71.1213335,9,Commonwealth Ave at Agganis Way,42.35169202,-71.11903489,6128,Subscriber,2000,1
890,10/01/19 0:24:33,10/01/19 0:39:23,361,Deerfield St at Commonwealth Ave,42.34924377,-71.0972821,9,Commonwealth Ave at Agganis Way,42.35169202,-71.11903489,2179,Customer,2000,2
803,10/01/19 0:25:12,10/01/19 0:38:35,361,Deerfield St at Commonwealth Ave,42.34924377,-71.0972821,9,Commonwealth Ave at Agganis Way,42.35169202,-71.11903489,3383,Customer,2000,2
868,10/01/19 0:26:39,10/01/19 0:41:08,380,Mass Ave at Albany St,42.36135838,-71.09670274,41,Packard's Corner - Commonwealth Ave at Brighton Ave,42.352261,-71.123831,5485,Subscriber,1999,1
670,10/01/19 0:26:43,10/01/19 0:37:53,189,Kendall T,42.36242784,-71.08495474,61,Boylston St at Fairfield St,42.348762,-71.082383,984,Subscriber,1971,1
688,10/01/19 0:27:04,10/01/19 0:38:32,19,Park Dr at Buswell St,42.347241,-71.105301,9,Commonwealth Ave at Agganis Way,42.35169202,-71.11903489,2696,Customer,1998,1
646,10/01/19 0:29:27,10/01/19 0:40:13,61,Boylston St at Fairfield St,42.348762,-71.082383,177,University Park,42.36264779,-71.10006094,2024,Subscriber,1994,2
986,10/01/19 0:29:52,10/01/19 0:46:19,378,191 Beacon St,42.38032335,-71.10878613,114,Teele Square,42.40203828,-71.12653291,4802,Subscriber,1964,1
299,10/01/19 0:30:22,10/01/19 0:35:21,175,Brighton Center - Washington St at Cambridge St,42.34894857,-71.15027189,37,New Balance - 20 Guest St,42.35732922,-71.1467354,1569,Subscriber,1993,1
457,10/01/19 0:30:36,10/01/19 0:38:13,381,Inman Square at Springfield St.,42.37438409,-71.10015746,99,Wilson Square,42.385582,-71.113341,4115,Subscriber,1994,2
258,10/01/19 0:31:07,10/01/19 0:35:26,128,E Cottage St at Columbia Rd,42.320561,-71.06198,128,E Cottage St at Columbia Rd,42.320561,-71.06198,5601,Subscriber,1997,1
2470,10/01/19 0:31:57,10/01/19 1:13:07,30,Brigham Circle - Francis St at Huntington Ave,42.33462893,-71.10407918,111,Packard Ave at Powderhouse Blvd,42.40449,-71.123413,3988,Customer,1997,2
2045,10/01/19 0:34:33,10/01/19 1:08:38,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,160,Wentworth Institute of Technology - Huntington Ave at Vancouver St,42.33758601,-71.09627098,4435,Customer,1969,0
4171,10/01/19 0:35:15,10/01/19 1:44:47,15,Brighton Mills - 370 Western Ave,42.36154571,-71.13776207,227,Silber Way,42.349496,-71.10057592,6154,Subscriber,1963,1
883,10/01/19 0:35:34,10/01/19 0:50:18,359,One Brigham Circle,42.3339227,-71.10446509,69,Coolidge Corner - Beacon St at Centre St,42.341598,-71.123338,2292,Subscriber,1989,1
555,10/01/19 0:36:13,10/01/19 0:45:29,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,381,Inman Square at Springfield St.,42.37438409,-71.10015746,3066,Customer,1969,0
203,10/01/19 0:37:38,10/01/19 0:41:01,403,Marion St at Harvard St,42.33978053,-71.1213335,193,Brookline Town Hall,42.33376473,-71.12046447,2440,Subscriber,1996,2
2447,10/01/19 0:39:46,10/01/19 1:20:34,128,E Cottage St at Columbia Rd,42.320561,-71.06198,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,5645,Subscriber,1995,0
2335,10/01/19 0:40:06,10/01/19 1:19:01,128,E Cottage St at Columbia Rd,42.320561,-71.06198,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,3919,Subscriber,1999,1
2320,10/01/19 0:40:46,10/01/19 1:19:26,128,E Cottage St at Columbia Rd,42.320561,-71.06198,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,3431,Subscriber,1996,1
1366,10/01/19 0:41:30,10/01/19 1:04:17,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,131,Jackson Square T Stop,42.32293117,-71.10014141,3594,Customer,1969,0
593,10/01/19 0:41:55,10/01/19 0:51:48,80,MIT Stata Center at Vassar St / Main St,42.36213123,-71.09115601,380,Mass Ave at Albany St,42.36135838,-71.09670274,1162,Subscriber,1989,1
421,10/01/19 0:42:30,10/01/19 0:49:31,128,E Cottage St at Columbia Rd,42.320561,-71.06198,205,Bowdoin St at Quincy St,42.30785224,-71.06512249,5601,Subscriber,1997,1
3360,10/01/19 0:42:35,10/01/19 1:38:36,143,EF - North Point Park,42.369885,-71.069957,368,Blue Hill Ave at Southwood St,42.31786021,-71.07798629,5256,Subscriber,1986,1
2006,10/01/19 0:42:45,10/01/19 1:16:11,42,Boylston St at Arlington St,42.3525878,-71.06764905,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,3938,Subscriber,1993,1
236,10/01/19 0:42:48,10/01/19 0:46:45,193,Brookline Town Hall,42.33376473,-71.12046447,403,Marion St at Harvard St,42.33978053,-71.1213335,2440,Subscriber,1996,2
489,10/01/19 0:48:06,10/01/19 0:56:15,273,Forest Hills,42.300923,-71.114249,341,Roslindale Village - Washington St,42.28630716,-71.12820532,5521,Subscriber,1981,1
452,10/01/19 0:50:16,10/01/19 0:57:48,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,4674,Subscriber,1998,1
702,10/01/19 0:50:33,10/01/19 1:02:16,273,Forest Hills,42.300923,-71.114249,341,Roslindale Village - Washington St,42.28630716,-71.12820532,4503,Customer,1969,0
286,10/01/19 0:50:36,10/01/19 0:55:22,82,Beacon St at Tappan St,42.3382668,-71.13894682,346,Cleveland Circle,42.33554308,-71.1506152,2670,Subscriber,1988,1
871,10/01/19 0:52:55,10/01/19 1:07:27,361,Deerfield St at Commonwealth Ave,42.34924377,-71.0972821,9,Commonwealth Ave at Agganis Way,42.35169202,-71.11903489,2793,Customer,2000,1
685,10/01/19 0:55:51,10/01/19 1:07:17,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,377,Perry Park,42.37927325,-71.10341903,4245,Subscriber,1995,1
708,10/01/19 0:55:56,10/01/19 1:07:44,19,Park Dr at Buswell St,42.347241,-71.105301,361,Deerfield St at Commonwealth Ave,42.34924377,-71.0972821,2759,Subscriber,1999,1
442,10/01/19 0:57:42,10/01/19 1:05:04,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,42.33624445,-71.08798563,3,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,42.34011512,-71.10061884,2880,Subscriber,1998,1
1606,10/01/19 0:59:41,10/01/19 1:26:27,149,175 N Harvard St,42.363796,-71.129164,208,Oak Square - 615 Washington St,42.35057,-71.166491,5640,Customer,1969,0
240,10/01/19 0:59:53,10/01/19 1:03:54,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,5353,Subscriber,1998,1
1219,10/01/19 1:00:09,10/01/19 1:20:28,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,59,Chinatown Gate Plaza,42.351356,-71.059367,2900,Customer,2002,1
123,10/01/19 1:00:10,10/01/19 1:02:13,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,5949,Subscriber,1998,1
691,10/01/19 1:00:22,10/01/19 1:11:54,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,330,30 Dane St,42.38100143,-71.10402523,3358,Subscriber,1993,1
1195,10/01/19 1:00:30,10/01/19 1:20:25,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,59,Chinatown Gate Plaza,42.351356,-71.059367,5210,Customer,2002,1
1073,10/01/19 1:01:34,10/01/19 1:19:28,361,Deerfield St at Commonwealth Ave,42.34924377,-71.0972821,175,Brighton Center - Washington St at Cambridge St,42.34894857,-71.15027189,4829,Subscriber,1994,1
537,10/01/19 1:02:41,10/01/19 1:11:39,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,413,Kennedy-Longfellow School 158 Spring St,42.36955298,-71.08579015,2496,Subscriber,1983,1
578,10/01/19 1:03:27,10/01/19 1:13:06,52,Newbury St at Hereford St,42.348717,-71.085954,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,5527,Subscriber,1987,2
341,10/01/19 1:03:35,10/01/19 1:09:16,64,Congress St at Sleeper St,42.3510045,-71.04930013,369,Boston Public Market,42.36254854,-71.05737358,2232,Subscriber,1994,1
364,10/01/19 1:03:35,10/01/19 1:09:39,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,318,Ames St at Broadway,42.3636929,-71.0875672,5727,Subscriber,1992,1
933,10/01/19 1:04:53,10/01/19 1:20:26,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,59,Chinatown Gate Plaza,42.351356,-71.059367,3152,Customer,1969,0
487,10/01/19 1:05:18,10/01/19 1:13:25,369,Boston Public Market,42.36254854,-71.05737358,98,Warren St at Chelsea St,42.371848,-71.060292,3527,Subscriber,1980,2
2620,10/01/19 1:07:45,10/01/19 1:51:26,175,Brighton Center - Washington St at Cambridge St,42.34894857,-71.15027189,346,Cleveland Circle,42.33554308,-71.1506152,2783,Subscriber,2000,1
324,10/01/19 1:08:34,10/01/19 1:13:59,381,Inman Square at Springfield St.,42.37438409,-71.10015746,330,30 Dane St,42.38100143,-71.10402523,3721,Subscriber,1988,2
313,10/01/19 1:08:48,10/01/19 1:14:02,381,Inman Square at Springfield St.,42.37438409,-71.10015746,330,30 Dane St,42.38100143,-71.10402523,5864,Subscriber,1969,0
2556,10/01/19 1:08:49,10/01/19 1:51:26,175,Brighton Center - Washington St at Cambridge St,42.34894857,-71.15027189,346,Cleveland Circle,42.33554308,-71.1506152,3035,Subscriber,2000,1
2072,10/01/19 1:10:34,10/01/19 1:45:07,57,Columbus Ave at Massachusetts Ave,42.34054262,-71.08138848,101,Ball Sq,42.39915589,-71.11102574,4410,Subscriber,1990,1
608,10/01/19 1:15:52,10/01/19 1:26:01,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,413,Kennedy-Longfellow School 158 Spring St,42.36955298,-71.08579015,2463,Subscriber,1959,2
2345,10/01/19 1:17:08,10/01/19 1:56:13,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,174,Washington St at Brock St,42.34895285,-71.16031677,3202,Customer,1969,0
731,10/01/19 1:17:26,10/01/19 1:29:38,177,University Park,42.36264779,-71.10006094,61,Boylston St at Fairfield St,42.348762,-71.082383,2024,Subscriber,1980,2
393,10/01/19 1:19:09,10/01/19 1:25:42,9,Commonwealth Ave at Agganis Way,42.35169202,-71.11903489,41,Packard's Corner - Commonwealth Ave at Brighton Ave,42.352261,-71.123831,6128,Subscriber,1994,0
408,10/01/19 1:19:59,10/01/19 1:26:47,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,2990,Subscriber,1987,1
489,10/01/19 1:24:53,10/01/19 1:33:02,236,Assembly Square T,42.39223284,-71.07746601,188,Foss Park,42.39108438,-71.09039426,6068,Subscriber,1992,1
523,10/01/19 1:25:36,10/01/19 1:34:20,318,Ames St at Broadway,42.3636929,-71.0875672,228,One Memorial Drive,42.36161932,-71.08043551,5727,Subscriber,1997,1
922,10/01/19 1:32:33,10/01/19 1:47:55,61,Boylston St at Fairfield St,42.348762,-71.082383,9,Commonwealth Ave at Agganis Way,42.35169202,-71.11903489,2024,Subscriber,1999,1
240,10/01/19 1:33:44,10/01/19 1:37:45,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,3543,Subscriber,1996,1
1157,10/01/19 1:38:12,10/01/19 1:57:29,361,Deerfield St at Commonwealth Ave,42.34924377,-71.0972821,149,175 N Harvard St,42.363796,-71.129164,2861,Subscriber,1998,2
400,10/01/19 1:43:31,10/01/19 1:50:12,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,361,Deerfield St at Commonwealth Ave,42.34924377,-71.0972821,4674,Subscriber,2001,2
1239,10/01/19 1:47:56,10/01/19 2:08:35,227,Silber Way,42.349496,-71.10057592,86,Brookline Village - Station Street at MBTA,42.33299892,-71.11634426,6154,Subscriber,1963,1
227,10/01/19 1:55:06,10/01/19 1:58:54,53,Beacon St at Massachusetts Ave,42.35082681,-71.08981088,361,Deerfield St at Commonwealth Ave,42.34924377,-71.0972821,2214,Subscriber,1967,1
1618,10/01/19 1:56:49,10/01/19 2:23:47,55,Boylston St at Massachusetts Ave,42.347265,-71.088088,330,30 Dane St,42.38100143,-71.10402523,4939,Subscriber,1992,2
1244,10/01/19 2:00:38,10/01/19 2:21:23,216,Glendon St at Condor St,42.38240378,-71.03024304,355,Bennington St at Constitution Beach,42.38522394,-71.01063069,3950,Customer,1993,1
1250,10/01/19 2:00:42,10/01/19 2:21:32,216,Glendon St at Condor St,42.38240378,-71.03024304,355,Bennington St at Constitution Beach,42.38522394,-71.01063069,3438,Customer,1994,1
1035,10/01/19 2:07:25,10/01/19 2:24:40,59,Chinatown Gate Plaza,42.351356,-71.059367,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,5210,Customer,2002,1
1019,10/01/19 2:07:43,10/01/19 2:24:42,59,Chinatown Gate Plaza,42.351356,-71.059367,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,3152,Customer,2002,1
557,10/01/19 2:08:45,10/01/19 2:18:03,359,One Brigham Circle,42.3339227,-71.10446509,403,Marion St at Harvard St,42.33978053,-71.1213335,4460,Subscriber,1985,1
938,10/01/19 2:09:12,10/01/19 2:24:51,59,Chinatown Gate Plaza,42.351356,-71.059367,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,2900,Customer,1969,0
529,10/01/19 2:11:00,10/01/19 2:19:50,420,Charles St at Pinckney St,42.3587253,-71.07079532,228,One Memorial Drive,42.36161932,-71.08043551,2092,Customer,1969,0
933,10/01/19 2:15:04,10/01/19 2:30:37,125,Hyde Square - Barbara St at Centre St,42.32176526,-71.10984161,339,Archdale Rd at Washington St,42.29266593,-71.12119539,3000,Subscriber,1997,2
1403,10/01/19 2:18:32,10/01/19 2:41:56,179,MIT Vassar St,42.35560121,-71.10394478,179,MIT Vassar St,42.35560121,-71.10394478,3227,Customer,1969,0
2455,10/01/19 2:20:25,10/01/19 3:01:21,117,Binney St / Sixth St,42.36608797,-71.08633604,183,Alewife MBTA at Steel Place,42.39558846,-71.14260614,4052,Subscriber,1964,1
219,10/01/19 2:21:34,10/01/19 2:25:13,47,Cross St at Hanover St,42.362811,-71.056067,6,Cambridge St at Joy St,42.36121165,-71.0653062,4474,Subscriber,1983,1
842,10/01/19 2:23:56,10/01/19 2:37:59,381,Inman Square at Springfield St.,42.37438409,-71.10015746,280,Main St at Baldwin St,42.380857,-71.070629,5709,Subscriber,1994,1
1072,10/01/19 2:27:11,10/01/19 2:45:03,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,5,Northeastern University - North Parking Lot,42.341814,-71.090179,3152,Customer,1969,0
2295,10/01/19 2:31:41,10/01/19 3:09:56,47,Cross St at Hanover St,42.362811,-71.056067,202,Grove Hall Library - 41 Geneva Ave,42.30791,-71.080952,5371,Customer,1966,1
1642,10/01/19 2:51:43,10/01/19 3:19:06,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,334,Mass Ave at Hadley/Walden,42.39120972,-71.12260755,3030,Subscriber,1987,1
612,10/01/19 2:53:28,10/01/19 3:03:40,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,14,HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,42.33741748,-71.10286117,5768,Subscriber,1960,1
693,10/01/19 3:05:21,10/01/19 3:16:55,37,New Balance - 20 Guest St,42.35732922,-71.1467354,37,New Balance - 20 Guest St,42.35732922,-71.1467354,2593,Customer,1969,0
140,10/01/19 3:07:19,10/01/19 3:09:39,139,Dana Park,42.36178044,-71.10809952,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,3095,Customer,1969,0
690,10/01/19 3:19:39,10/01/19 3:31:09,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,333,699 Mt Auburn St,42.37500235,-71.14871614,5929,Subscriber,1987,1
1200,10/01/19 3:21:35,10/01/19 3:41:35,334,Mass Ave at Hadley/Walden,42.39120972,-71.12260755,414,Discovery Park - 30 Acorn Park Drive,42.39790817,-71.14797131,3030,Subscriber,1987,1
530,10/01/19 3:24:24,10/01/19 3:33:15,33,Kenmore Square,42.348706,-71.097009,9,Commonwealth Ave at Agganis Way,42.35169202,-71.11903489,3272,Subscriber,1972,1
778,10/01/19 3:34:40,10/01/19 3:47:39,9,Commonwealth Ave at Agganis Way,42.35169202,-71.11903489,354,Washington St at Egremont Rd,42.34286835,-71.14127841,2024,Subscriber,1972,1
2169,10/01/19 3:42:44,10/01/19 4:18:54,338,Commonwealth Ave at Kelton St,42.34835863,-71.13997217,390,Broadway at Lynde St,42.39648358,-71.0654676,2222,Subscriber,1950,2
4112,10/01/19 3:50:36,10/01/19 4:59:08,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,2653,Customer,1969,0
366,10/01/19 3:54:43,10/01/19 4:00:49,14,HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,42.33741748,-71.10286117,122,Burlington Ave at Brookline Ave,42.345733,-71.100694,5768,Subscriber,1996,2
343,10/01/19 3:58:25,10/01/19 4:04:09,57,Columbus Ave at Massachusetts Ave,42.34054262,-71.08138848,13,Boston Medical Center - E Concord St at Harrison Ave,42.33639915,-71.07306711,5869,Subscriber,1991,1
454,10/01/19 4:20:32,10/01/19 4:28:07,185,Third at Binney,42.36544486,-71.08277142,53,Beacon St at Massachusetts Ave,42.35082681,-71.08981088,5222,Subscriber,1990,1
1102,10/01/19 4:36:08,10/01/19 4:54:30,82,Beacon St at Tappan St,42.3382668,-71.13894682,5,Northeastern University - North Parking Lot,42.341814,-71.090179,5525,Subscriber,1995,1
632,10/01/19 4:43:42,10/01/19 4:54:15,55,Boylston St at Massachusetts Ave,42.347265,-71.088088,81,Chinatown T Stop,42.352409,-71.062679,6091,Subscriber,2000,1
577,10/01/19 4:44:32,10/01/19 4:54:09,55,Boylston St at Massachusetts Ave,42.347265,-71.088088,81,Chinatown T Stop,42.352409,-71.062679,3180,Subscriber,1988,1
651,10/01/19 4:51:15,10/01/19 5:02:07,338,Commonwealth Ave at Kelton St,42.34835863,-71.13997217,149,175 N Harvard St,42.363796,-71.129164,3672,Customer,1969,0
1526,10/01/19 4:52:36,10/01/19 5:18:03,273,Forest Hills,42.300923,-71.114249,57,Columbus Ave at Massachusetts Ave,42.34054262,-71.08138848,4841,Customer,1969,0
751,10/01/19 4:59:10,10/01/19 5:11:41,77,Somerville City Hall,42.386844,-71.09812,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,1613,Subscriber,1977,1
207,10/01/19 5:01:05,10/01/19 5:04:33,3,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,42.34011512,-71.10061884,11,Longwood Ave at Binney St,42.338629,-71.1065,2709,Subscriber,1991,2
279,10/01/19 5:01:14,10/01/19 5:05:54,412,Washington St at Peters Park,42.34303291,-71.0668873,13,Boston Medical Center - E Concord St at Harrison Ave,42.33639915,-71.07306711,5473,Subscriber,1990,1
766,10/01/19 5:01:58,10/01/19 5:14:44,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,150,State Street at Channel Center,42.344137,-71.052608,5951,Subscriber,1988,2
191,10/01/19 5:03:01,10/01/19 5:06:13,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,2653,Customer,1969,0
570,10/01/19 5:04:14,10/01/19 5:13:45,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,985,Subscriber,1967,1
